Rokoto Feo,@rokoto_feo,May 31,El Miércoles posiblemente Yunda sea destituido.  Pero yo me pregunto : por qué estos grupos de fachos no hicieron lo mismo con Rodas? Yunda es una deshonra para Quito dicen! Les cuento q una vez llegó Rodas completamente ebrio a una sesión de consejo y nos quitaron las cámaras y
Primera Linea Colombia,@PrimeraLineacol,May 30,"#ULTIMAHORA|  En Huila, el gobernador y el alcalde de Neiva, rechazaron la orden presidencial y no van a militarizar. Van a seguir concertando con los puntos de bloqueo."
Primera Linea Colombia,@PrimeraLineacol,May 30,"#ULTIMAHORA|  En Huila, el gobernador y el alcalde de Neiva, rechazaron la orden presidencial y no van a militarizar. Van a seguir concertando con los puntos de bloqueo."
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
Alcalde del pueblo Landivar,@andreexumbra,1h,"QUIEN DEBERÍA ESTAR PRESO, ES LENIN MORENO QUE SE LIMPIO EL RECTO CON SUS RESPONSABILIDADES. Y ANTE LA DESESPERACION POR SALVAR VIDAS, ALCALDES COMO YUNDA SALIERON COMO LOCOS A TRATAR DE CONSEGUIR LAS PRUEBAS PCR, NO EXISTIA PROTOCOLO PARA SABER SI ERAN VALIDAS O NO."
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
𝐀𝐭𝐡𝐨𝐬𝐄𝐫𝐚𝐬𝐦𝐮𝐬∴,@AthosErasmus,May 31,"El nivel de corrupción del Alcalde de Quito, Jorge Yunda. Es el infierno"
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
johnkings,@johnKGye,Jun 1,"JORGE YUNDA: es el peor alcalde de Quito eso nadie lo duda ni Correa, pero es el alcalde del correismo"
Soluciones San Francisco,@soluciones_san,2h,Podrán votar los concejales correistas en contra del Alcalde Yunda; cuando tienen su gente manejando las gerencias de las Empresas Municipales???
Diario Extra,@DiarioExtraEc,2h,"Si 14 de los 21 concejales de Quito votan a favor de la remoción del cargo de Jorge Yunda, este le diría ‘chaolín’ a la alcaldía. Hoy es el día cero..."
DelaCuadra,@JD_DelaCuadra,14h,El Concejo Metropolitano: 
Skarfly,@skarfly,32m,Como puede ser posible q los comerciantes de mercados apoyen al nefasto alcalde yunda 
URSS,@RenatoSamanieg8,10h,Mañana a esta hora quiero dormir feliz sabiendo que el infeliz de Yunda ya no es alcalde de Quito veamos que dicen los consejales???
Radio Sonorama,@radiosonorama,May 31,Los dos pedidos de remoción al alcalde de Quito Jorge Yunda serán analizados el miércoles 2 de junio por el Concejo Metropolitano. Ese día se conocerá si el burgomaestre sigue o no en el cargo. 
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
Edwinner,@edwinner77,May 31,Replying to 
Brither Villagrán,@0rph3n,20h,Replying to 
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
Bernardo Abad,@babadmerchan,May 28,"La Comisión de Mesa encargada de tramitar los pedidos de remoción del Alcalde Jorge Yunda, emitió los informes favorables, y la próxima semana en sesión extraordinaria del "
Rena-Quitu,@renaquitu,1h,Lo irónico de Quito es que los mismos que buscan sacarle al alcalde (ID-CREO-UE) son los mismos q le pusieron y q ahora mismo ya gobiernan la ciudad dentro de todas las comisiones. 
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
MF DOOM,@MrRager02,28m,Que turro y duro hablar de la situación del alcalde Yunda.
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
La Voz del Tomebamba,@tomebamba,May 27,#Quito: Aprobados los pedidos de remoción contra el alcalde Jorge Yunda. Se convocarán dos sesiones para que el concejo metropolitano vote a favor o en contra de cada proceso. https://bit.ly/34pfxRz → Expreso
Julio Ruiz,@AbJulioRuiz,May 28,Replying to 
Julio Ruiz,@AbJulioRuiz,May 28,Replying to 
Bernardo Abad,@babadmerchan,Jun 1,"Si el día de mañana, se da paso a los pedidos de remoción en contra de Jorge Yunda, sería la primera vez que un Alcalde de #Quito sea removido de su cargo, por incumplimiento de sus funciones."
DelaCuadra,@JD_DelaCuadra,19h,Hoy se tomó 1:30 para decidir la orden del día en el Concejo de Quito. Alcalde Yunda decidió en su lugar pasar un vídeo de Roque Sevilla que expresa como ciudadano el malestar que vive la ciudad por el mal manejo de Yunda.
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Patricio Javier Díaz,@PatricioJDiaz,May 30,Washington Andrade defendiendo a Jorge Yunda...un abogado a la medida del defendido.
Diario Extra,@DiarioExtraEc,1h,"Luz Elena Coloma, concejal de #Quito, explica que como ente máximo de la ciudad, el Concejo tiene que pronunciarse respecto a lo que está sucediendo con el alcalde Jorge Yunda."
Diario Extra,@DiarioExtraEc,1h,Replying to 
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Gengis Hank,@elprofesorhank,15h,Moncayo es uno de los culpables que Yunda sea Alcalde.
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Yunda alexi,@DuqueYunda,May 31,"Puros paños de agua tibia de este alcaldE, SOLO FALTA SU RENUNCIA YAAA"
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
DelaCuadra,@JD_DelaCuadra,20h,"#Quito | Mañana miércoles a las 15:30 se decide la remoción del alcalde Jorge Yunda en el concejo metropolitano, se necesitan 14 votos de los 21 concejales. Yunda también debe responder ante la justicia en un juicio administrativo y otro penal con prisión de hasta 13 años."
Esteban Villamar,@EstebanVillama9,2h,"Buenos días #Quito , hoy se decide si continúa en el poder el alcalde actual, que poco o nada ha hecho por la ciudad. La capital de un país no debe jamás, tener como líder a alguien con procesos legales encima. Señores concejales hagan lo correcto y remuevan a #Yunda de una vez."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
UrbanimalQuito,@urbanimalquito,May 28,"Para finalizar el alcalde de Quito, Dr. Jorge Yunda, "
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
sigridinquito,@sigridvasconez,May 28,Será que por fin hay algo de ética en el Municipio #DMQ y destituyen a #Yunda
Primicias,@Primicias,15h,"#ATENCIÓN | El miércoles 2 de junio el Concejo Metropolitano de Quito decidirá la suerte del alcalde Jorge Yunda, que enfrenta dos pedidos de remoción. Estas 5 claves explican el caso. »"
Cesar Coronel,@CesarCoronelrp,13h,Mañana es el día en que todos los Quiteños nos unamos para que Yunda deje de ser el alcalde de Quito !
Fermín Antonio Vaca,@FerminVaca,Jun 1,Así están cosas en el Concejo Metropolitano que mañana decide sobre la permanencia de Yunda.
BienPᴇɴsᴀɴᴛᴇ,@Bienpensante1,May 31,#OjoAlDato|#Ecuador |Los 2 pedidos de remoción al alcalde de Quito Jorge Yunda serán analizados el miércoles 2 de junio por el Concejo Metropolitano de Quito. Hasta ese momento 
Primicias,@Primicias,May 29,"El Concejo Metropolitano de Quito se reunirá el 2 de junio. Será un día clave, pues se tratarán los dos pedidos de remoción en contra del alcalde Yunda. »"
Primicias,@Primicias,May 29,"El Concejo Metropolitano de Quito se reunirá el 2 de junio. Será un día clave, pues se tratarán los dos pedidos de remoción en contra del alcalde Yunda. »"
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gabriel Hidalgo Andrade,@ghidalgoandrade,28m,"A Quito le urge un chulla al frente de su alcaldía: honorable, diligente, entusiasta, sereno, respetuoso, comprometido. "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Primicias,@Primicias,May 29,El 2 de junio de 2021 se prevé que los 21 concejales de Quito decidan el futuro del alcalde Jorge Yunda. »
Mónica Vaca Orellana,@monicaluciavaca,Jun 1,Verán que son 8 concejales en Quito de Fuerza Compromiso Social (Correistas)
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Dayana Ortiz,@Dayanaortize,May 31,"Para el día miércoles 02 de junio, el Concejo Metropolitano de #Quito analizará los pedidos de remoción contra el alcalde Jorge #Yunda"
adriana muela leon,@adriana_muela,May 31,Sr Alcalde Yunda y miembros del Concejo del Municipio de Quito ¿Qué pueden informar de permisos de construcción en quebradas y zonas protegidas de Quito?
QUITO UNIDO -Remoción 2021-,@QuitoUnido2021,May 29,#NOTICIA | URGENTE
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Panas de Jorge Yunda,@PanasJorgeYunda,17h,“No necesitamos que se pongan en riesgo en esta situación tan delicada” 
Fausto Yépez,@faustoyepez,15h,Sesión determinante para este miércoles en el Concejo Metropolitano de Quito. Dos informes con recomendación de remover a Jorge Yunda del cargo. Un alcalde con 58% de desaprobación a su gestión.
Gabriel Hidalgo Andrade,@ghidalgoandrade,May 29,"El miércoles 2 de junio, Jorge Yunda será ex alcalde de Quito."
Diario Extra,@DiarioExtraEc,25m,"En la calle Guayaquil y Espejo, centro de Quito,  se encuentran más simpatizantes del alcalde Jorge Yunda."
Luis Eduardo Vivanco,@luisevivanco,May 26,"Existen diferencias en el concejo sobre el post Yunda, las cuales empantanan las voluntades políticas para liberar a Quito de su corrupta administración. Una de esas es que Guarderas asuma. Algunos no lo quieren de Alcalde, pero tampoco a un correísta."
4 Pelagatos,@4pelagatos4,3h,"Crónica de una muerte anunciada para Yunda, alcalde de una ciudad en decadencia: así es la situación de Quito y su edil con grillete gritando para que salgan a salvarlo. ¿Dónde quedó la minga ética ciudadana? La columna de María Amparo Albán en #4P"
El Noticiero,@elnoticierotc,May 27, ¡ÚLTIMA HORA! 
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
